coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,quote_id,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_id,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
,Wed Sep 15 04:24:29 +0000 2021,,,,0,1437995715905589253,,,,pl,,,,5,1437903371244089349,cherilejdi,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@AnnaSiarkowska wcale mnie to nie uspokaja ..
niedzielski ma na karku strajk
byly na ten tydzien  planowane ogromne protesty  
zdecydowany sprzeciw w mediach spolecznosciowych 
glosy znanych politykow - w tym b.wazny Pani glos 👏

ale nie wierze, ze nie beda probowac !czegos przepchac 

KLAMCY",https://twitter.com/Teresa12369786/status/1437995715905589253,Tue Sep 01 16:20:05 +0000 2020,1300830722979246081,false,"Mieszkanka USA i 🇵🇱.Wykształcenie: psycholog kliniczny,fotografik oraz ORT.Obecnie finanse i biznes m.nar. Dusza jest okrętem, rozsądek sterem a prawda portem",174813,1202,218,5,,Teresa,Teresa12369786,109138,,,false
,Wed Sep 15 06:18:51 +0000 2021,,,,0,1438024496431222785,prezydentpl,1437812627577708544,43932737,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@prezydentpl Strajk medyków- nieważne. Stan wyjątkowy na granicy- nieistotne. Pandemia- drobiazg. Najważniejsze są wieńce,https://twitter.com/GrKobykla/status/1438024496431222785,Tue Apr 05 04:12:26 +0000 2016,717203217642291200,false,***** ***,72057,242,288,1,"Wrocław, Polska",Grzegorz Kobylski,GrKobykla,18019,,,false
,Wed Sep 15 08:39:58 +0000 2021,,,,1,1438060010295148549,urupagaj,1438058794173534208,1263609670301814800,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@urupagaj Widzisz. Pora na strajk każdej grupy zawodowej. Skoro jednym wolno to czemu innym nie? Poprostu niektórzy są przekonani o własnej wyższości. Tak swoją drogą to nigdy w medycynie nie będzie dobrze jak jeden będzie zarabiał 50 a drugi 5 na miesiąc.,https://twitter.com/krzyszt98/status/1438060010295148549,Sun Jun 17 05:22:55 +0000 2018,1008218411934109696,false,"#LGBT to ideologia, zapraszam do słownika 
aborcja to zabójstwo, katolik głosujący na SLD, PSL, PO to marny katolik.",53957,2088,2184,3,,Krzysztof Załęski,krzyszt98,24800,,,false
,Wed Sep 15 08:53:55 +0000 2021,,,,47,1438063517421260804,,,,pl,,,,4,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Najbardziej chciałbym zobaczyć jak Frasyniuk vel Grzyb popiera strajk policjantów.,https://twitter.com/KazimierzLeszc3/status/1438063517421260804,Sun Nov 04 00:38:28 +0000 2018,1058881125542694913,false,Konta wyłącznie poświęcone Covidowi będą banowane. Każdy zwolennik Konfy ban. Popieram Prawo i Sprawiedliwość oraz PJK ✌🇵🇱✌,83026,7450,4947,2,"Warszawa, Polska",Kazimierz Leszczyński,KazimierzLeszc3,37798,,,false
,Wed Sep 15 08:47:13 +0000 2021,,,,0,1438061833152352257,,,,pl,,,,1,1438061755268313091,ryszard47986736,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@k_roszewska @dariusz_robert ..za Rok będą mieli Strajk pielęgniarek..,https://twitter.com/ryszard47986736/status/1438061833152352257,Sat Dec 05 16:40:42 +0000 2020,1335262652398972929,true,"dok.  nauk plastycznych  ,kita.  sztuka jest tym autentyczniejsza ,im mniej wiemy o autorze........",21503,1582,2949,1,,ryszard,ryszard47986736,49717,,,false
,Wed Sep 15 06:49:59 +0000 2021,,,,0,1438032329080033280,,,,pl,,,,31,1437846995364888580,Gatesattou,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Bo to nie jest żaden STRAJK MEDYKÓW  a KOLEJNY  PUCZ TOTALNEJ OPOZYCJI ... zawsze kogoś wyciągną pielęgniarki ... Julki... nauczycieli  przebranych za krowy....w końcu Szczurek i  Lodzia też potrzebują urlopu.... #Minela20,https://twitter.com/marcinborg/status/1438032329080033280,Mon May 26 09:24:48 +0000 2014,2564987267,false,,104872,1500,1108,28,"Bielsko-Biała, Polska ",Marcin Borgieł 🇵🇱,marcinborg,100656,,,false
,Wed Sep 15 07:14:08 +0000 2021,,,,17,1438038407305998337,WojSadurski,1437750021030498307,885122050464993300,pl,,,,1,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@WojSadurski Mam pytanie do pana Wojciecha Sandurskiego czy popiera piłowanie katolików w Polsce i czy nie wstyd mu ze strajk Kobiet który popiera nawołuje do palenia kosciołow jak Talibowie ?,https://twitter.com/SitdamDamian/status/1438038407305998337,Mon Dec 22 12:04:45 +0000 2014,2936847821,false,STREFA WOLNA OD LEWACTWA . Zegnaj Piotrze bardzo bedzie mi brakowało Twojego Czołem Damianie . R.I.P,39611,4152,3618,11,,Damian Sitek #MuremZaPolskimMundurem,SitdamDamian,68005,,,false
,Tue Sep 14 20:33:30 +0000 2021,,,,0,1437877185147248640,1_Avenger,1437743973460754432,837087487,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@1_Avenger @BoKrause3 @pisorgpl @MorawieckiM Raczej niech jadą. Jeśli mają czas na strajk, to nie są potrzebni. Bez nich wszystko działa jak wcześniej.",https://twitter.com/Ania63837109/status/1437877185147248640,Mon May 10 21:39:10 +0000 2021,1391870374283993097,false,"Wydaje mi się

Nie wydaje mi się:   🇵🇱   ✝️   🇵🇱

Banuję trolle  

NO DM",68112,1323,2841,5,,Ania #MuremZaPolskimMundurem,Ania63837109,35438,,,false
,Tue Sep 14 19:42:21 +0000 2021,,,,0,1437864315185475586,,,,pl,,,,52,1437348744035545088,TJaskola,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kobieta pracująca ... jest, była już wszystkim. Czy szykuje się jakiś strajk np. Spawaczy, bo chciałbym ją zobaczyć z palnikiem albo elektrodą! 👍😎🚑🚑 https://t.co/DbQAVYde7z",https://twitter.com/Magdaiks/status/1437864315185475586,Wed Aug 26 11:01:03 +0000 2009,68951349,false,Bardziej na prawo ode mnie jest już tylko ściana.,345734,636,640,3,"Toruń, Polska",magda,Magdaiks,208964,,,false
,Tue Sep 14 18:53:50 +0000 2021,,,,0,1437852104526270464,,,,pl,,,,31,1437846995364888580,Gatesattou,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Bo to nie jest żaden STRAJK MEDYKÓW  a KOLEJNY  PUCZ TOTALNEJ OPOZYCJI ... zawsze kogoś wyciągną pielęgniarki ... Julki... nauczycieli  przebranych za krowy....w końcu Szczurek i  Lodzia też potrzebują urlopu.... #Minela20,https://twitter.com/Bartek93794875/status/1437852104526270464,Sun Apr 19 12:51:49 +0000 2020,1251855958575366150,false,"Bartekg #PiS

Wierny PiS, przeciw nowej Polskiej Targowicy. Młody konserwatysta, patriota i katolik chrześcijański.",254943,1736,1581,11,,Bartek Grzebalski 🇵🇱♥💪✝️,Bartek93794875,549497,,,false
,Tue Sep 14 21:22:44 +0000 2021,,,,0,1437889577579159553,YrakiwYnolapan,1437739557252960260,1203062944617107500,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@YrakiwYnolapan Ja proponuję strajk włoski, wszystkim by wyszło na dobre...",https://twitter.com/ProfJebiewdenko/status/1437889577579159553,Fri Apr 16 20:22:23 +0000 2021,1383153787804717058,false,Wolę wolność z niebezpieczeństwem niż pokój z niewolnictwem.,5207,22,57,0,,Iwan Niczypuruk Jebiewdenko,ProfJebiewdenko,761,,,false
,Tue Sep 14 16:58:25 +0000 2021,,,,0,1437823059675779072,PZnienacka,1437822028761948170,1356233736531144700,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@PZnienacka @RafalWos @BiznesINTERIAPL Place tyle co rynek jak im się nie podoba mogą iść gdzie indziej a ja przyjmę nowych. Ogólnie w celu mitygacji ryzyk takich jak strajk czekam jeszcze chwilę i startuje z robotyzacja i automatyzacją procesów.,https://twitter.com/StopPOPULI/status/1437823059675779072,Sat Feb 13 12:54:52 +0000 2021,1360573091471097858,true,"Partia -500. Potencjał na 0,5% poparcia.",419,22,366,4,,Partia -500,StopPOPULI,5514,,,false
,Tue Sep 14 18:36:16 +0000 2021,,,,5,1437847683776065548,sako_jkb,1437847339767631872,918556717021048800,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@sako_jkb @JSmigowski @Bernard51120454 @Marek95283940 @PetraAva @InezDama @Nieintererefere @Ada26403560 @adi___RZ @analmageddon @fritz_pan @bogacinski @DrKrzysztofiak Nie pyta się Dyrektora Instytutu jaki strajk? Tylko jak szybko mam tam być!,https://twitter.com/Muflon50725543/status/1437847683776065548,Sun Apr 04 17:27:49 +0000 2021,1378761031321813004,false,Ironia i sarkazm 24/h,94226,420,127,3,,doctoris-vampiris-Muflonis,Muflon50725543,26233,,,false
,Tue Sep 14 18:04:15 +0000 2021,,,,5,1437839627403112451,protestmedykow,1437832729211584519,1434627537301393400,pl,,,,1,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@protestmedykow Niedługo powiedzą że Strajk Medyków jest sponsorowany przez obce mocarstwo 😉,https://twitter.com/PabloSadysta/status/1437839627403112451,Fri Nov 13 09:43:37 +0000 2015,4177866977,false,"… otaczający świat nieustannie na ciebie dybie, nigdy nie przepuści okazji, by wyrządzić ci zniewagę, przykrość lub krzywdę. Że tylko czeka, aż spuścisz portki,",14757,315,643,3,,Paweł 😷💉👍,PabloSadysta,10145,,,false
,Tue Sep 14 19:31:06 +0000 2021,,,,0,1437861481698283523,,,,pl,,,,267,1436664474342207488,m_bielecki_,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Na czele „strajku medyków” stoi kobieta, która wspólnie z KODziarzami przecinała drut na granicy polsko - białoruskiej, czy się mylę? 

Taki to właśnie strajk. Całkowicie apolityczny.",https://twitter.com/D_Maraszkiewicz/status/1437861481698283523,Tue Apr 22 16:42:36 +0000 2014,2458401876,false,"Dariusz Newsman Maraszkiewicz. Systemowo o ogromnej patologii w obecnym samorządzie, na przykładzie mojej gminy Ożarów Mazowiecki. Tutaj prywatnie.",31455,257,654,6,,Darek Maraszkiewicz,D_Maraszkiewicz,11832,,http://ozarowmaz.wordpress.com/,false
,Tue Sep 14 19:34:14 +0000 2021,strajkmedykow,,,2,1437862274094571520,,,,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Strajk po tym jak dostali podwyżki (od 1 lipca)? I po tym jak ludzie próbują podratować zdrowie po pandemicznym zamknięciu przychodni? To jest słabe i nieakceptowalne. Zły moment sobie wybrali.  #strajkmedykow,https://twitter.com/beatowska/status/1437862274094571520,Fri Apr 05 22:42:52 +0000 2013,1330215758,false,Ciekawa świata wegetarianka Generalnie nie lubię ludzi (personalnie niektórych lubię) Kocham dzieci i zwierzaki. Gardzę  myśliwymi.,23293,1041,1317,7,Polska,Przewodnicząca ✝ ❤Alfie Evans❤,beatowska,16104,,,false
,Tue Sep 14 17:47:39 +0000 2021,,,,0,1437835451168137221,piotrjjacek,1437834259335680006,960665143385444400,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@piotrjjacek @AsiaNietop Raczej PIS nie będzie sprawdzał....ten strajk jest nieuzasadniony i szybko zdechnie,imo...😉",https://twitter.com/PitBrat51/status/1437835451168137221,Wed May 26 09:49:42 +0000 2021,1397490063676747776,false,"Konto satyryczne, czasem na poważnie...przeważnie",22246,2086,2327,9,,Pit Brat 5,PitBrat51,13942,,,false
,Tue Sep 14 20:11:58 +0000 2021,,,,0,1437871768488849409,,,,pl,,,,7,1437848068263714822,Fiolka3_4ever,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Jedną z twarzy organizujących strajk jest ""lekarka"", która przycinała zasieki z Kramkiem, Katarzyna Pikulska, to jest ewidentnie protest polityczny.#minela20",https://twitter.com/PicHanelore/status/1437871768488849409,Fri Jan 29 20:15:43 +0000 2021,1355247702297206784,true,,5934,90,99,1,,HANELORE PIC,PicHanelore,7453,,,false
,Tue Sep 14 18:49:22 +0000 2021,,,,0,1437850981023326214,,,,pl,,,,31,1437846995364888580,Gatesattou,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Bo to nie jest żaden STRAJK MEDYKÓW  a KOLEJNY  PUCZ TOTALNEJ OPOZYCJI ... zawsze kogoś wyciągną pielęgniarki ... Julki... nauczycieli  przebranych za krowy....w końcu Szczurek i  Lodzia też potrzebują urlopu.... #Minela20,https://twitter.com/Tomek22506474/status/1437850981023326214,Sat Nov 14 14:20:08 +0000 2020,1327617216708308993,false,,100500,598,846,6,,Tomek,Tomek22506474,65162,,,false
,Tue Sep 14 18:35:16 +0000 2021,,,,0,1437847433136988168,AsiaNietop,1437846870907359237,1090336377022173200,pl,,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@AsiaNietop Wiesz...ten strajk jest polityczny...znikoma część strajkuje...błyskawice,https://twitter.com/CzyliC/status/1437847433136988168,Mon Jul 12 17:13:41 +0000 2021,1414633862311956494,false,,1753,305,636,3,,Czyli Chilli❤️🇵🇱❤️,CzyliC,8530,,,false
,Tue Sep 14 18:38:25 +0000 2021,,,,0,1437848224333803528,,,,pl,,,,7,1437848068263714822,Fiolka3_4ever,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Jedną z twarzy organizujących strajk jest ""lekarka"", która przycinała zasieki z Kramkiem, Katarzyna Pikulska, to jest ewidentnie protest polityczny.#minela20",https://twitter.com/Grayna19903220/status/1437848224333803528,Wed Mar 31 19:28:37 +0000 2021,1377342018079363072,false,,20795,520,941,2,,Grażyna,Grayna19903220,14090,,,false
,Tue Sep 14 20:28:23 +0000 2021,,,,0,1437875897583931397,,,,pl,,,,48,1437650267571433473,W_K_dot,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@BlogerPisarz Olać!
1. Strajk spasionych medyków nie ma najmniejszego poparcia społecznego. 
2. Nie przekłada się na spadek poparcia dla rządu
3. Niech czekają, aż im nowy rząd da. Ten co ma 'piniondze'. Do us....j śmierci!",https://twitter.com/Nadia326915793/status/1437875897583931397,Fri Aug 27 15:57:01 +0000 2021,1431284581030846466,true,,9187,88,235,1,,Nadia,Nadia326915793,6476,,,false
,Tue Sep 14 18:23:16 +0000 2021,Minela20,,,2,1437844411719856131,,,,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Wam z Lewicy i z KO-PO naprawdę najmniej zależy na poprawie zarobków medyków!!! Walczycie tylko o swoje ciepłe dupy na stołkach, za ktore płacą i pacjenci i MEDYCY!!! A ten strajk to następna USTAWKA!!! NIC NUE JESTEŚCIE WARCI!!!  #Minela20",https://twitter.com/CunRenata/status/1437844411719856131,Tue Jul 28 16:29:31 +0000 2020,1288149519239192577,false,"Wiele wiem, być może jeszcze dużo nie wiem! Zawsze jednak będę bronić... wiary, honoru, i swojego kraju...BÓG, HONOR I OJCZYZNA!!",33563,154,0,2,"Mazowieckie, Polska",Renia,CunRenata,3450,,,false
,Tue Sep 14 16:32:14 +0000 2021,,,,0,1437816468838694924,,,,pl,,,,48,1437650267571433473,W_K_dot,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@BlogerPisarz Olać!
1. Strajk spasionych medyków nie ma najmniejszego poparcia społecznego. 
2. Nie przekłada się na spadek poparcia dla rządu
3. Niech czekają, aż im nowy rząd da. Ten co ma 'piniondze'. Do us....j śmierci!",https://twitter.com/konsul_1989/status/1437816468838694924,Wed Feb 22 17:42:43 +0000 2017,834458411119042562,false,My tutaj robimy placówka. Chodzi o wspólpraca z wladza wojewódzka.,3867,733,1050,2,,Czesław Wiśniak,konsul_1989,141533,,,false
,Tue Sep 14 20:21:29 +0000 2021,,,,4,1437874161435746306,YrakiwYnolapan,1437739557252960260,1203062944617107500,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@YrakiwYnolapan Wystarczą teleporady. To lepsze niż strajk.,https://twitter.com/TeryAsic1/status/1437874161435746306,Thu May 03 20:53:54 +0000 2018,992145245944139776,false,"Tak naprawdę, nigdy mnie tu nie było.",32616,3728,4183,7,,TeryAsic1,TeryAsic1,68401,,,false
,Tue Sep 14 17:10:52 +0000 2021,,,,2,1437826191256342529,Euracy2,1437822870260944897,1401864883474423800,pl,"Eppelheim, Deutschland",,,1,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@Euracy2 Te cepy wiedzą, że trwa strajk medyków i złożenie wieńca JP2 nie naprawi sytuacji? Trzeba ratować tych co żyją - Ci co już zmarli nie potrzebują opieki 🤷‍♂️🤬",https://twitter.com/KarolKrasz/status/1437826191256342529,Thu Jun 06 16:59:25 +0000 2019,1136678995796381698,false,"Elektryk, a konkretnie transmisja danych (lan, światłowód, CATV), p. poż, obecnie kable do samolotów",133465,2015,2037,1,"Eppelheim, Deutschland",Karol Kraszkiewicz 🇵🇱🇩🇪🇪🇺,KarolKrasz,36132,,,false
,Tue Sep 14 18:49:01 +0000 2021,,,,0,1437850894951976964,,,,pl,,,,31,1437846995364888580,Gatesattou,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Bo to nie jest żaden STRAJK MEDYKÓW  a KOLEJNY  PUCZ TOTALNEJ OPOZYCJI ... zawsze kogoś wyciągną pielęgniarki ... Julki... nauczycieli  przebranych za krowy....w końcu Szczurek i  Lodzia też potrzebują urlopu.... #Minela20,https://twitter.com/Gornik1956/status/1437850894951976964,Mon Dec 14 19:14:44 +0000 2015,4484127857,false,,258396,2755,2648,22,,Kazik Górnik,Gornik1956,134676,,,false
